record_id,prob_original,prob_masked
4,0.44202107,0.44202107
4,0.44273508,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.46179172,0.44202107
4,0.44273508,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44241965,0.44202107
4,0.44202107,0.44202107
4,0.44273508,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.46179172,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44241965,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44241965,0.44202107
4,0.44273508,0.44202107
4,0.46179172,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44241965,0.44202107
4,0.44202107,0.44202107
4,0.44241965,0.44202107
4,0.44202107,0.44202107
4,0.44241965,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44273508,0.44202107
4,0.44273508,0.44202107
4,0.44202107,0.44202107
4,0.44241965,0.44202107
4,0.44273508,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44241965,0.44202107
4,0.44273508,0.44202107
4,0.44202107,0.44202107
4,0.44273508,0.44202107
4,0.44273508,0.44202107
4,0.44241965,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.46179172,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.46179172,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44273508,0.44202107
4,0.46179172,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44273508,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44273508,0.44202107
4,0.44202107,0.44202107
4,0.44241965,0.44202107
4,0.44273508,0.44202107
4,0.44241965,0.44202107
4,0.44273508,0.44202107
4,0.44241965,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
4,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44242078,0.44202107
5,0.44242078,0.44202107
5,0.44242078,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44242078,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44242078,0.44202107
5,0.44242078,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.46182507,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44242078,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44242078,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44242078,0.44202107
5,0.44202107,0.44202107
5,0.44242078,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44242078,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.46182507,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44242078,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44242078,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.46182507,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44242078,0.44202107
5,0.44242078,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.44202107,0.44202107
5,0.44275445,0.44202107
5,0.46182507,0.44202107
5,0.44202107,0.44202107
5,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.4427487,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.461808,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44241986,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.461808,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.44241986,0.44202107
6,0.4427487,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.461808,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44241986,0.44202107
6,0.4427487,0.44202107
6,0.44202107,0.44202107
6,0.44241986,0.44202107
6,0.4427487,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.4427487,0.44202107
6,0.44202107,0.44202107
6,0.461808,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.44241986,0.44202107
6,0.4427487,0.44202107
6,0.44241986,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.4427487,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
6,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.46186632,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.4424227,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.442771,0.44202107
7,0.46186632,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.46186632,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.46186632,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.442771,0.44202107
7,0.4424227,0.44202107
7,0.4424227,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
7,0.4424227,0.44202107
7,0.4424227,0.44202107
7,0.442771,0.44202107
7,0.44202107,0.44202107
7,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.44202107,0.44202107
8,0.442425,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.461913,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.44202107,0.44202107
8,0.461913,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.442425,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.442425,0.44202107
8,0.442425,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.4427892,0.44202107
8,0.4427892,0.44202107
8,0.4427892,0.44202107
8,0.442425,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.442425,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.442425,0.44202107
8,0.442425,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.442425,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.461913,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.442425,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.461913,0.44202107
8,0.44202107,0.44202107
8,0.442425,0.44202107
8,0.44202107,0.44202107
8,0.442425,0.44202107
8,0.4427892,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.442425,0.44202107
8,0.4427892,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.442425,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.461913,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.442425,0.44202107
8,0.4427892,0.44202107
8,0.44202107,0.44202107
8,0.4427892,0.44202107
8,0.4427892,0.44202107
8,0.461913,0.44202107
8,0.44202107,0.44202107
9,0.46180844,0.44202107
9,0.44275367,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44275367,0.44202107
9,0.44275367,0.44202107
9,0.44275367,0.44202107
9,0.44241956,0.44202107
9,0.46180844,0.44202107
9,0.44241956,0.44202107
9,0.44202107,0.44202107
9,0.44241956,0.44202107
9,0.44202107,0.44202107
9,0.44275367,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44275367,0.44202107
9,0.44241956,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44241956,0.44202107
9,0.44241956,0.44202107
9,0.46180844,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44241956,0.44202107
9,0.46180844,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44275367,0.44202107
9,0.44241956,0.44202107
9,0.44241956,0.44202107
9,0.44241956,0.44202107
9,0.44202107,0.44202107
9,0.44275367,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.46180844,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44241956,0.44202107
9,0.44202107,0.44202107
9,0.46180844,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44275367,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44275367,0.44202107
9,0.44202107,0.44202107
9,0.44241956,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44241956,0.44202107
9,0.44275367,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44275367,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.46180844,0.44202107
9,0.44275367,0.44202107
9,0.44202107,0.44202107
9,0.44241956,0.44202107
9,0.44275367,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44241956,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44241956,0.44202107
9,0.44202107,0.44202107
9,0.44202107,0.44202107
9,0.44275367,0.44202107
9,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44274196,0.44202107
10,0.44241962,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44241962,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44241962,0.44202107
10,0.4617979,0.44202107
10,0.44202107,0.44202107
10,0.44241962,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.4617979,0.44202107
10,0.44202107,0.44202107
10,0.44241962,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44274196,0.44202107
10,0.44274196,0.44202107
10,0.44241962,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44241962,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.4617979,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44241962,0.44202107
10,0.44241962,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44241962,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
10,0.4617979,0.44202107
10,0.44202107,0.44202107
10,0.44241962,0.44202107
10,0.44241962,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44274196,0.44202107
10,0.44202107,0.44202107
10,0.44202107,0.44202107
